40.6431, 5, 0, km, 2018/5/25 9:0:0
52.3033, 5, 0, km, 2018/5/25 9:0:5
45.8603, 5, 0, km, 2018/5/25 9:0:10
51.493, 5, 0, km, 2018/5/25 9:0:15
55.8728, 5, 0, km, 2018/5/25 9:0:20
47.2658, 5, 0, km, 2018/5/25 9:0:25
46.8736, 5, 0, km, 2018/5/25 9:0:30
57.4298, 5, 0, km, 2018/5/25 9:0:35
45.5565, 5, 0, km, 2018/5/25 9:0:40
47.3011, 5, 0, km, 2018/5/25 9:0:45
47.5871, 5, 0, km, 2018/5/25 9:0:50
51.6979, 5, 0, km, 2018/5/25 9:0:55
48.145, 5, 0, km, 2018/5/25 9:1:0
error, 2018/5/25 9:1:5
48.5631, 5, 0, km, 2018/5/25 9:1:10
49.6924, 5, 0, km, 2018/5/25 9:1:15
57.2751, 5, 0, km, 2018/5/25 9:1:20
48.7836, 5, 0, km, 2018/5/25 9:1:25
57.578, 5, 0, km, 2018/5/25 9:1:30
52.1975, 5, 0, km, 2018/5/25 9:1:35
52.1947, 5, 0, km, 2018/5/25 9:1:40
41.5701, 5, 0, km, 2018/5/25 9:1:45
58.8822, 5, 0, km, 2018/5/25 9:1:50
47.088, 5, 0, km, 2018/5/25 9:1:55
53.3425, 5, 0, km, 2018/5/25 9:2:0
53.1202, 5, 0, km, 2018/5/25 9:2:5
57.6864, 5, 0, km, 2018/5/25 9:2:10
39.7497, 5, 0, km, 2018/5/25 9:2:15
55.8598, 5, 0, km, 2018/5/25 9:2:20
44.4224, 5, 0, km, 2018/5/25 9:2:25
41.4269, 5, 0, km, 2018/5/25 9:2:30
42.6012, 5, 0, km, 2018/5/25 9:2:35
42.0653, 5, 0, km, 2018/5/25 9:2:40
53.7742, 5, 0, km, 2018/5/25 9:2:45
49.436, 5, 0, km, 2018/5/25 9:2:50
44.8128, 5, 0, km, 2018/5/25 9:2:55
49.6176, 5, 0, km, 2018/5/25 9:3:0
51.2161, 5, 0, km, 2018/5/25 9:3:5
52.2755, 5, 0, km, 2018/5/25 9:3:10
error, 2018/5/25 9:3:15
59.3112, 5, 0, km, 2018/5/25 9:3:20
39.5249, 5, 0, km, 2018/5/25 9:3:25
49.9939, 5, 0, km, 2018/5/25 9:3:30
52.0242, 5, 0, km, 2018/5/25 9:3:35
47.9993, 5, 0, km, 2018/5/25 9:3:40
54.6305, 5, 0, km, 2018/5/25 9:3:45
51.9395, 5, 0, km, 2018/5/25 9:3:50
47.1522, 5, 0, km, 2018/5/25 9:3:55
46.6145, 5, 0, km, 2018/5/25 9:4:0
51.0209, 5, 0, km, 2018/5/25 9:4:5
48.4234, 5, 0, km, 2018/5/25 9:4:10
48.1004, 5, 0, km, 2018/5/25 9:4:15
50.0979, 5, 0, km, 2018/5/25 9:4:20
56.618, 5, 0, km, 2018/5/25 9:4:25
41.9396, 5, 0, km, 2018/5/25 9:4:30
51.4083, 5, 0, km, 2018/5/25 9:4:35
51.769, 5, 0, km, 2018/5/25 9:4:40
48.642, 5, 0, km, 2018/5/25 9:4:45
42.3139, 5, 0, km, 2018/5/25 9:4:50
49.7305, 5, 0, km, 2018/5/25 9:4:55
57.7154, 5, 0, km, 2018/5/25 9:5:0
48.0598, 5, 0, km, 2018/5/25 9:5:5
41.5913, 5, 0, km, 2018/5/25 9:5:10
45.4984, 5, 0, km, 2018/5/25 9:5:15
49.3481, 5, 0, km, 2018/5/25 9:5:20
38.1301, 5, 0, km, 2018/5/25 9:5:25
52.3253, 5, 0, km, 2018/5/25 9:5:30
55.8752, 5, 0, km, 2018/5/25 9:5:35
47.3775, 5, 0, km, 2018/5/25 9:5:40
55.306, 5, 0, km, 2018/5/25 9:5:45
48.0247, 5, 0, km, 2018/5/25 9:5:50
40.653, 5, 0, km, 2018/5/25 9:5:55
51.4051, 5, 0, km, 2018/5/25 9:6:0
47.8471, 5, 0, km, 2018/5/25 9:6:5
48.8657, 5, 0, km, 2018/5/25 9:6:10
53.4003, 5, 0, km, 2018/5/25 9:6:15
49.1426, 5, 0, km, 2018/5/25 9:6:20
49.8025, 5, 0, km, 2018/5/25 9:6:25
50.1535, 5, 0, km, 2018/5/25 9:6:30
48.1587, 5, 0, km, 2018/5/25 9:6:35
47.0759, 5, 0, km, 2018/5/25 9:6:40
47.8371, 5, 0, km, 2018/5/25 9:6:45
46.4775, 5, 0, km, 2018/5/25 9:6:50
51.2414, 5, 0, km, 2018/5/25 9:6:55
56.6223, 5, 0, km, 2018/5/25 9:7:0
45.7529, 5, 0, km, 2018/5/25 9:7:5
49.5893, 5, 0, km, 2018/5/25 9:7:10
49.5545, 5, 0, km, 2018/5/25 9:7:15
52.2531, 5, 0, km, 2018/5/25 9:7:20
47.4811, 5, 0, km, 2018/5/25 9:7:25
59.1181, 5, 0, km, 2018/5/25 9:7:30
45.3286, 5, 0, km, 2018/5/25 9:7:35
54.4243, 5, 0, km, 2018/5/25 9:7:40
46.0612, 5, 0, km, 2018/5/25 9:7:45
45.4185, 5, 0, km, 2018/5/25 9:7:50
