W, 2018/5/21 9:0:50
W, 2018/5/21 9:0:55
W, 2018/5/21 9:1:0
W, 2018/5/21 9:1:5
Z, 2018/5/21 9:1:10
W, 2018/5/21 9:1:15
W, 2018/5/21 9:1:20
Z, 2018/5/21 9:1:25
W, 2018/5/21 9:1:30
W, 2018/5/21 9:1:35
Z, 2018/5/21 9:1:40
W, 2018/5/21 9:1:45
W, 2018/5/21 9:1:50
W, 2018/5/21 9:1:55
W, 2018/5/21 9:2:0
Z, 2018/5/21 9:2:5
Z, 2018/5/21 9:2:10
Z, 2018/5/21 9:2:15
W, 2018/5/21 9:2:20
Z, 2018/5/21 9:2:25
W, 2018/5/21 9:2:30
Z, 2018/5/21 9:2:35
W, 2018/5/21 9:2:40
W, 2018/5/21 9:2:45
W, 2018/5/21 9:2:50
W, 2018/5/21 9:2:55
Z, 2018/5/21 9:3:0
Z, 2018/5/21 9:3:5
W, 2018/5/21 9:3:10
W, 2018/5/21 9:3:15
Z, 2018/5/21 9:3:20
W, 2018/5/21 9:3:25
Z, 2018/5/21 9:3:30
W, 2018/5/21 9:3:35
Z, 2018/5/21 9:3:40
W, 2018/5/21 9:3:45
W, 2018/5/21 9:3:50
W, 2018/5/21 9:3:55
W, 2018/5/21 9:4:0
W, 2018/5/21 9:4:5
Z, 2018/5/21 9:4:10
W, 2018/5/21 9:4:15
W, 2018/5/21 9:4:20
W, 2018/5/21 9:4:25
W, 2018/5/21 9:4:30
Z, 2018/5/21 9:4:35
W, 2018/5/21 9:4:40
Z, 2018/5/21 9:4:45
W, 2018/5/21 9:4:50
W, 2018/5/21 9:4:55
W, 2018/5/21 9:5:0
W, 2018/5/21 9:5:5
W, 2018/5/21 9:5:10
Z, 2018/5/21 9:5:15
Z, 2018/5/21 9:5:20
W, 2018/5/21 9:5:25
W, 2018/5/21 9:5:30
W, 2018/5/21 9:5:35
W, 2018/5/21 9:5:40
W, 2018/5/21 9:5:45
Z, 2018/5/21 9:5:50
W, 2018/5/21 9:5:55
W, 2018/5/21 9:6:0
W, 2018/5/21 9:6:5
Z, 2018/5/21 9:6:10
W, 2018/5/21 9:6:15
W, 2018/5/21 9:6:20
Z, 2018/5/21 9:6:25
Z, 2018/5/21 9:6:30
W, 2018/5/21 9:6:35
W, 2018/5/21 9:6:40
W, 2018/5/21 9:6:45
W, 2018/5/21 9:6:50
W, 2018/5/21 9:6:55
W, 2018/5/21 9:7:0
Z, 2018/5/21 9:7:5
Z, 2018/5/21 9:7:10
W, 2018/5/21 9:7:15
W, 2018/5/21 9:7:20
W, 2018/5/21 9:7:25
W, 2018/5/21 9:7:30
W, 2018/5/21 9:7:35
W, 2018/5/21 9:7:40
W, 2018/5/21 9:7:45
Z, 2018/5/21 9:7:50
W, 2018/5/21 9:7:55
W, 2018/5/21 9:8:0
W, 2018/5/21 9:8:5
Z, 2018/5/21 9:8:10
W, 2018/5/21 9:8:15
Z, 2018/5/21 9:8:20
W, 2018/5/21 9:8:25
W, 2018/5/21 9:8:30
W, 2018/5/21 9:8:35
Z, 2018/5/21 9:8:40
W, 2018/5/21 9:8:45
W, 2018/5/21 9:8:50
W, 2018/5/21 9:8:55
W, 2018/5/21 9:9:0
Z, 2018/5/21 9:9:5
Z, 2018/5/21 9:9:10
W, 2018/5/21 9:9:15
W, 2018/5/21 9:9:20
W, 2018/5/21 9:9:25
W, 2018/5/21 9:9:30
W, 2018/5/21 9:9:35
W, 2018/5/21 9:9:40
Z, 2018/5/21 9:9:45
W, 2018/5/21 9:9:50
W, 2018/5/21 9:9:55
W, 2018/5/21 9:10:0
Z, 2018/5/21 9:10:5
