76.6422, 0.5, 0, GeV, 2018/5/21 9:0:50
81.3063, 0.5, 0, GeV, 2018/5/21 9:0:55
78.7291, 0.5, 0, GeV, 2018/5/21 9:1:0
80.9822, 0.5, 0, GeV, 2018/5/21 9:1:5
94.1244, 0.5, 0, GeV, 2018/5/21 9:1:10
78.2861, 0.5, 0, GeV, 2018/5/21 9:1:15
81.7064, 0.5, 0, GeV, 2018/5/21 9:1:20
89.8209, 0.5, 0, GeV, 2018/5/21 9:1:25
78.6076, 0.5, 0, GeV, 2018/5/21 9:1:30
79.3054, 0.5, 0, GeV, 2018/5/21 9:1:35
89.9815, 0.5, 0, GeV, 2018/5/21 9:1:40
80.1424, 0.5, 0, GeV, 2018/5/21 9:1:45
84.6027, 0.5, 0, GeV, 2018/5/21 9:1:50
75.7821, 0.5, 0, GeV, 2018/5/21 9:1:55
78.2663, 0.5, 0, GeV, 2018/5/21 9:2:0
92.037, 0.5, 0, GeV, 2018/5/21 9:2:5
90.5798, 0.5, 0, GeV, 2018/5/21 9:2:10
94.977, 0.5, 0, GeV, 2018/5/21 9:2:15
81.264, 0.5, 0, GeV, 2018/5/21 9:2:20
92.8024, 0.5, 0, GeV, 2018/5/21 9:2:25
81.2629, 0.5, 0, GeV, 2018/5/21 9:2:30
90.8676, 0.5, 0, GeV, 2018/5/21 9:2:35
79.2202, 0.5, 0, GeV, 2018/5/21 9:2:40
81.722, 0.5, 0, GeV, 2018/5/21 9:2:45
81.6331, 0.5, 0, GeV, 2018/5/21 9:2:50
83.4595, 0.5, 0, GeV, 2018/5/21 9:2:55
86.0629, 0.5, 0, GeV, 2018/5/21 9:3:0
94.1179, 0.5, 0, GeV, 2018/5/21 9:3:5
78.154, 0.5, 0, GeV, 2018/5/21 9:3:10
76.9557, 0.5, 0, GeV, 2018/5/21 9:3:15
87.4886, 0.5, 0, GeV, 2018/5/21 9:3:20
83.3499, 0.5, 0, GeV, 2018/5/21 9:3:25
87.2206, 0.5, 0, GeV, 2018/5/21 9:3:30
78.9293, 0.5, 0, GeV, 2018/5/21 9:3:35
88.5944, 0.5, 0, GeV, 2018/5/21 9:3:40
76.217, 0.5, 0, GeV, 2018/5/21 9:3:45
81.1635, 0.5, 0, GeV, 2018/5/21 9:3:50
80.9354, 0.5, 0, GeV, 2018/5/21 9:3:55
86.2176, 0.5, 0, GeV, 2018/5/21 9:4:0
84.1095, 0.5, 0, GeV, 2018/5/21 9:4:5
90.9968, 0.5, 0, GeV, 2018/5/21 9:4:10
76.195, 0.5, 0, GeV, 2018/5/21 9:4:15
78.2227, 0.5, 0, GeV, 2018/5/21 9:4:20
83.2223, 0.5, 0, GeV, 2018/5/21 9:4:25
79.6686, 0.5, 0, GeV, 2018/5/21 9:4:30
92.1577, 0.5, 0, GeV, 2018/5/21 9:4:35
80.6371, 0.5, 0, GeV, 2018/5/21 9:4:40
89.7641, 0.5, 0, GeV, 2018/5/21 9:4:45
83.0993, 0.5, 0, GeV, 2018/5/21 9:4:50
75.479, 0.5, 0, GeV, 2018/5/21 9:4:55
79.1679, 0.5, 0, GeV, 2018/5/21 9:5:0
83.0993, 0.5, 0, GeV, 2018/5/21 9:5:5
80.2025, 0.5, 0, GeV, 2018/5/21 9:5:10
87.1578, 0.5, 0, GeV, 2018/5/21 9:5:15
91.8922, 0.5, 0, GeV, 2018/5/21 9:5:20
79.9687, 0.5, 0, GeV, 2018/5/21 9:5:25
76.8361, 0.5, 0, GeV, 2018/5/21 9:5:30
80.267, 0.5, 0, GeV, 2018/5/21 9:5:35
81.1583, 0.5, 0, GeV, 2018/5/21 9:5:40
80.6433, 0.5, 0, GeV, 2018/5/21 9:5:45
91.3788, 0.5, 0, GeV, 2018/5/21 9:5:50
77.0215, 0.5, 0, GeV, 2018/5/21 9:5:55
78.5844, 0.5, 0, GeV, 2018/5/21 9:6:0
